"participant","date","expName","response.keys","response.rt","count","sentence","sent_ident","left_variant","right_variant","left_ident","right_ident"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","right",4.6966,20,"As multiple papers have noted, this methodology is _____ for studies taking place in certain territories.","LNU2","unsuitable","not suitable","un","not"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","left",5.2562,21,"Forethought and attention to detail in the design of the coding _____ reduce noise in the output.","LIH2","helps","helps to","help","helpto"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","right",2.9057,22,"The next step is to spray _____ and observe their development over the following 48 hours.","SS2","water on the specimens","the specimens with water","on","with"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","left",3.1282,23,"The situation has already affected around _____ the population.","LPOH","half","half of","noprep","addprep"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","right",3.71,24,"Grammatical information is expressed in many different ways across the _____ .","SG2","world’s languages","languages of the world","apost","of"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","left",3.8897,25,"The local population did everything they could to _____ protect themselves from the foreign invaders, but it was insufficient.","LIT1","try and","try to","tryand","tryto"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","left",3.6467,26,"Observers have long questioned the _____ .","SG1","legal status of the company","company's legal status","of","apost"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","right",3.0953,27,"Nonetheless, this unforeseen event gave _____ as he pressed on with his agenda.","SD2","the advantage to Henry","Henry the advantage","prep","ditran"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","left",5.3885,28,"In 2014, new guidance was published regarding the recommended hours of physical activity _____ school.","LPOO","outside of","outside","addprep","noprep"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","left",4.1388,29,"The scheme encourages people not to _____ , but to return them to a bottle bank for a small reimbursement.","SP2","throw away their bottles","throw their bottles away","cont","discont"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","left",5.5468,30,"While her writings do sometimes tend _____ the subjective, significant insight can be gleaned from her work.","LT1","toward","towards","toward","towards"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","left",2.591,31,"The regime _____ last year, to widespread protest.","SP3","brought conscription back","brought back conscription","discont","cont"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","right",2.3284,32,"This year, _____ made the headlines for all the right reasons.","SN2","the England goalkeeper","England's goalkeeper","mod","gen"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","left",3.8128,33,"The experimental results were then _____ the theoretical data.","LPCC","compared to","compared with","compto","compwith"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","left",5.5896,34,"His interpretation displayed little understanding of the law _____ regulates contracts of this kind.","LR3","which","that","which","that"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","left",4.2397,35,"It was argued that this division within the ranks gave _____ and therefore contributed to the overall change in strategy.","SD6","Wilson the initiative","the initiative to Wilson","ditran","prep"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","left",4.0578,36,"A number of subjects described experiencing a loss of consciousness _____ warning.","LNW2","without any","with no","without","withno"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","left",7.3364,37,"The option of offering a patient any experimental treatment is dependent on _____ .","SG3","the general health of that patient","that patient’s general health","of","apost"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","left",5.0241,38,"At its height, the company employed _____ 200 workers.","LM1","over","more than","over","more"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","left",8.3586,39,"The award-winning author once said that the best advice he had ever received was simply to _____ and write.","SP1","pick the pen up","pick up the pen","discont","cont"
"5a79930","2023-07-21_12h39.27.926","idiolect_t2","left",6.1699,40,"In this type of study, the responses elicited could be influenced by the _____ towards the participant.","SG5","researcher’s attitude","attitude of the researcher","apost","of"
"5aeaeef","2023-06-21_08h01.17.222","idiolect_t1","left",4.99,1,"The medication _____ so that the body can easily remove them.","SP6","breaks down harmful molecules","breaks harmful molecules down","cont","discont"
"5aeaeef","2023-06-21_08h01.17.222","idiolect_t1","left",6.4135,2,"Every area of the company experienced an increase in productivity _____ the R & D department, which is yet to implement the new policy.","LPOE","except for","except","addprep","noprep"
"5aeaeef","2023-06-21_08h01.17.222","idiolect_t1","left",3.7512,3,"Indeed, _____ makes no such assurances regarding a returns policy.","SN1","the Ikea website","Ikea's website","mod","gen"
"5aeaeef","2023-06-21_08h01.17.222","idiolect_t1","right",4.5934,4,"His interpretation showed little understanding of the law _____ regulates contracts of this kind.","LR3","that","which","that","which"
"5aeaeef","2023-06-21_08h01.17.222","idiolect_t1","right",4.2994,5,"The man accidentally _____ , spilling water over himself.","SP5","knocked the glass over","knocked over the glass","discont","cont"
"5aeaeef","2023-06-21_08h01.17.222","idiolect_t1","left",5.0154,6,"It could be argued that this division within the ranks gave _____ and therefore contributed to the overall change in strategy.","SD6","the initiative to Wilson","Wilson the initiative","prep","ditran"
"5aeaeef","2023-06-21_08h01.17.222","idiolect_t1","right",5.2691,7,"The present paper argues that psychological analysis can _____ explain the recent upturn in hate speech across the USA.","LIH1","help","help to","help","helpto"
"5aeaeef","2023-06-21_08h01.17.222","idiolect_t1","left",6.2894,8,"As several papers have noted, this methodology is _____ for studies taking place in certain territories.","LNU2","not suitable","unsuitable","not","un"
"5aeaeef","2023-06-21_08h01.17.222","idiolect_t1","right",3.8356,9,"There was a clear difference in the test results before and after the participant _____ .","SP4","took the glasses off","took off the glasses","discont","cont"
"5aeaeef","2023-06-21_08h01.17.222","idiolect_t1","right",4.3247,10,"Critics have long questioned the _____ .","SG1","company's legal status","legal status of the company","apost","of"
"5aeaeef","2023-06-21_08h01.17.222","idiolect_t1","left",3.6675,11,"In 2013, new guidelines were released regarding the recommended hours of physical activity _____ school.","LPOO","outside","outside of","noprep","addprep"
"5aeaeef","2023-06-21_08h01.17.222","idiolect_t1","left",4.6502,12,"The next step is to spray _____ and observe their development over the following 24 hours.","SS2","the specimens with water","water on the specimens","with","on"
"5aeaeef","2023-06-21_08h01.17.222","idiolect_t1","left",4.2664,13,"The local population did everything they could to _____ protect themselves from the foreign invaders, but it was not enough.","LIT1","try to","try and","tryto","tryand"
"5aeaeef","2023-06-21_08h01.17.222","idiolect_t1","right",3.2283,14,"This time, _____ made the headlines for all the right reasons.","SN2","England's goalkeeper","the England goalkeeper","gen","mod"
"5aeaeef","2023-06-21_08h01.17.222","idiolect_t1","left",4.223,15,"The ‘Green New Deal’ has stalled in the Senate, but _____ are still hopeful of movement in the coming days.","SG4","proponents of the bill","the bill's proponents","of","apost"
"5aeaeef","2023-06-21_08h01.17.222","idiolect_t1","left",3.548,16,"While her writings do sometimes tend _____ the subjective, significant insight can be taken from her work.","LT1","towards","toward","towards","toward"
"5aeaeef","2023-06-21_08h01.17.222","idiolect_t1","left",3.4375,17,"The research assistant then gave _____ : keep the reward, or trade it for an unknown item.","SD5","Amy a choice","a choice to Amy","ditran","prep"
"5aeaeef","2023-06-21_08h01.17.222","idiolect_t1","left",4.4962,18,"His long absence undid much of the progress _____ had brought the town into competition with its rivals.","LR2","which","that","which","that"
"5aeaeef","2023-06-21_08h01.17.222","idiolect_t1","left",4.6678,19,"Conversely, the historian gave _____ for her breakthrough.","SD3","the credit to Sullivan","Sullivan the credit","prep","ditran"
"5aeaeef","2023-06-21_08h01.17.222","idiolect_t1","left",2.8677,20,"At its peak, the company employed _____ 200 workers.","LM1","more than","over","more","over"
"5aeaeef","2023-06-21_08h01.17.222","idiolect_t1","left",3.4402,21,"Grammatical information is expressed in many different ways across the _____ .","SG2","languages of the world","world’s languages","of","apost"
"5aeaeef","2023-06-21_08h01.17.222","idiolect_t1","right",4.4722,22,"Controversially, the company has continued to spray _____ , despite the ongoing protests.","SS1","pesticides on the fields","the fields with pesticides","on","with"
"5aeaeef","2023-06-21_08h01.17.222","idiolect_t1","left",3.6497,23,"However, this unforeseen event gave _____ as he pressed on with his agenda.","SD2","Henry the advantage","the advantage to Henry","ditran","prep"
"5aeaeef","2023-06-21_08h01.17.222","idiolect_t1","left",4.4992,24,"The villagers reverted to hunting, _____ trying to produce the required food solely from farming and agriculture.","LI1","instead of","rather than","instead","rather"
"5aeaeef","2023-06-21_08h01.17.222","idiolect_t1","left",2.9472,25,"The regime _____ last year, to public outcry.","SP3","brought back conscription","brought conscription back","cont","discont"
"5aeaeef","2023-06-21_08h01.17.222","idiolect_t1","left",3.342,26,"The minister pushed ahead with the plan, _____ regard for the emotional wellbeing of those involved.","LNW1","without any","with no","without","withno"
"5aeaeef","2023-06-21_08h01.17.222","idiolect_t1","left",4.2675,27,"It was suggested that the suspect handed _____ just minutes before the incident.","SD1","the letter to Smith","Smith the letter","prep","ditran"
"5aeaeef","2023-06-21_08h01.17.222","idiolect_t1","right",5.4314,28,"The experimental results were then _____ the theoretical values.","LPCC","compared with","compared to","compwith","compto"
"5aeaeef","2023-06-21_08h01.17.222","idiolect_t1","right",5.8337,29,"The scheme encourages people not to _____ , but to return them to a bottle bank for a small refund.","SP2","throw their bottles away","throw away their bottles","discont","cont"
"5aeaeef","2023-06-21_08h01.17.222","idiolect_t1","left",3.6283,30,"Preparation and attention to detail in the design of the coding _____ reduce noise in the output.","LIH2","helps to","helps","helpto","help"
"5aeaeef","2023-06-21_08h01.17.222","idiolect_t1","left",2.9528,31,"Indeed, similar themes can be found throughout _____ .","SG6","Shakespeare’s works","the works of Shakespeare","apost","of"
"5aeaeef","2023-06-21_08h01.17.222","idiolect_t1","right",4.106,32,"The crisis has already affected around _____ the population.","LPOH","half of","half","addprep","noprep"
"5aeaeef","2023-06-21_08h01.17.222","idiolect_t1","right",3.7973,33,"In this kind of study, the responses elicited could be influenced by the _____ towards the participant.","SG5","attitude of the researcher","researcher’s attitude","of","apost"
